Name,CMP,ATH%,PE,EPS,PB,MCap,ROCE%,ROE%,Sales_Grwth%,Profit_Grwth%,MedPE,ROCE_5Yr%,ROE_5Yr%,Debt2EqR,PAT_12M,CFO_2_EBITDA%,CapType,Symbol,Latest,Category
https://www.screener.in/company/WAAREEENER/consolidated/,2828.3,32.34,43.44,65,8.57,81243.76,35.12,27.57,26.73,89.26,46.35,0.63,29.97,0.13,1928.13,101.12,MC,WAAREEENER,1,MC
https://www.screener.in/company/POWERINDIA/,18203,11.51,211.35,86.15,19.25,81154.62,19.12,13.78,21.91,134.09,178.98,0.07,13.15,0.02,383.98,228.76,MC,POWERINDIA,1,MC
https://www.screener.in/company/OFSS/consolidated/,8786,50.47,32.11,273.95,9.13,76404.02,40.61,29.34,7.44,7.21,18.35,0.91,27.38,0.01,2379.6,65.05,MC,OFSS,1,MC
https://www.screener.in/company/LLOYDSME/,1458.9,5.55,52.65,27.73,11.92,76330.77,38.33,31.47,3.02,16.62,26.59,0.6,45.24,0.12,1450.95,60.15,MC,LLOYDSME,1,MC
https://www.screener.in/company/IOB/,39.63,477.59,22.87,1.73,2.35,76276.38,5.95,11.03,16.97,25.65,30.86,0.48,9.04,10.88,3334.71,13.62,MC,IOB,1,MC
https://www.screener.in/company/IDEA/consolidated/,6.92,1680.92,,-3.84,,74973.38,-1.87,,2.16,14.6,,,,,-27383.4,48.52,MC,IDEA,1,MC
https://www.screener.in/company/ATGL/consolidated/,679.95,488.28,114.21,5.95,17.78,74808.99,17.47,16.82,11.74,-1.82,169.42,0.15,20.79,0.44,654.41,81.69,MC,ATGL,1,MC
https://www.screener.in/company/GODREJPROP/consolidated/,2467,37.93,53.49,46.48,4.29,74307.13,7.41,10.18,62.17,112.43,89.16,0.19,5.56,0.73,1389.23,-113.83,MC,GODREJPROP,1,MC
https://www.screener.in/company/PRESTIGE/consolidated/,1714.6,21.01,157.97,10.85,4.79,73850.73,7.69,3.5,-6.7,-65.93,36.74,0.02,7.29,0.85,616.9,4.5,MC,PRESTIGE,1,MC
https://www.screener.in/company/ASHOKLEY/consolidated/,242.04,9.36,22.95,10.58,5.81,71084.82,14.37,29.18,5.99,24.47,28.87,1.27,15.94,4.08,3382.79,1.34,MC,ASHOKLEY,1,MC
https://www.screener.in/company/TORNTPOWER/consolidated/,1408,44.7,23.73,59.31,4.03,70929.5,16.76,20.14,7.29,70.33,17.01,0.85,15.81,0.5,3058.61,82.92,MC,TORNTPOWER,1,MC
https://www.screener.in/company/BDL/,1933.6,8.43,128.95,14.99,17.68,70878.53,19.65,14.38,41.18,-10.3,28.74,0.11,14.46,0,549.65,20.34,MC,BDL,1,MC
https://www.screener.in/company/GICRE/consolidated/,399.75,31.46,9.44,42.36,1.14,70167.33,15.6,12.73,9.35,11.16,9.53,1.35,12,0,7431.84,0.02,MC,GICRE,1,MC
https://www.screener.in/company/OBEROIRLTY/consolidated/,1908.2,23.14,31.18,61.21,4.42,69388.36,18.16,15.06,17.58,26.64,28.21,0.48,13.16,0.21,2225.51,65.56,MC,OBEROIRLTY,1,MC
https://www.screener.in/company/OIL/consolidated/,424.45,80.92,10.55,40.27,1.39,69114.98,12.97,13.35,2.4,-16.23,4.56,1.27,18.24,0.62,7039.63,88.37,MC,OIL,1,MC
https://www.screener.in/company/BERGEPAINT/consolidated/,581.5,25.1,57.74,10.12,11.02,68159.84,25.14,20.47,3.09,1.57,69.06,0.35,21.96,0.11,1182.81,63.9,MC,BERGEPAINT,1,MC
https://www.screener.in/company/AUROPHARMA/consolidated/,1161.1,37.16,19.53,59.49,2.08,68033.33,14.27,11.15,9.39,6.57,16.92,0.57,11.6,0.25,3483.57,54.71,MC,AUROPHARMA,1,MC
https://www.screener.in/company/COROMANDEL/consolidated/,2298.3,15.3,37.78,70.14,6.11,67764.07,24.09,17.49,9.19,9.61,17.54,0.46,22.72,0.07,2054.71,83.98,MC,COROMANDEL,1,MC
https://www.screener.in/company/ABBOTINDIA/,31630,1.8,47.51,665.64,15.88,67203.26,46.23,35.66,9.58,17.76,49.47,0.75,32.32,0.05,1414.44,51.36,MC,ABBOTINDIA,1,MC
https://www.screener.in/company/FACT/consolidated/,1037.35,14.43,3001.83,0.64,48.97,67090.97,8.64,1.63,-19.86,-94.26,31.53,0,,1.32,41.23,44.96,MC,FACT,1,MC
https://www.screener.in/company/SCHAEFFLER/,4269,15.98,65.71,64.96,12.4,66723.72,25.67,19.17,12.94,10.28,52.62,0.29,18.32,0.01,1015.41,55.62,MC,SCHAEFFLER,1,MC
https://www.screener.in/company/COLPAL/,2432.5,60.04,46.06,52.83,39.75,66182.09,105.36,81.2,6.33,7.39,45.75,1.76,73.2,0.04,1436.81,66.5,MC,COLPAL,1,MC
https://www.screener.in/company/YESBANK/consolidated/,20.85,1837.65,26.73,0.78,1.37,65387.34,6.36,5.44,12,90.13,46.8,0.2,1.11,7.45,2446.49,25.32,MC,YESBANK,1,MC
https://www.screener.in/company/INDUSINDBK/,822.85,147.68,24.26,33.92,1,64112.48,6.49,4.16,6.38,-70.48,14.01,0.17,10.25,7.22,2642.9,54.47,MC,INDUSINDBK,1,MC
https://www.screener.in/company/JSWINFRA/consolidated/,303.65,18.89,42.42,7.16,6.58,63766.55,14.51,16.96,18.95,31.89,50.23,0.4,16.43,0.52,1521.48,80.32,MC,JSWINFRA,1,MC
https://www.screener.in/company/NMDC/consolidated/,72.49,103.56,9.75,7.44,2.15,63686.91,29.59,23.6,12.19,13.07,7,2.42,26.16,0.14,6531.03,19.44,MC,NMDC,1,MC
https://www.screener.in/company/LINDEINDIA/,7448.5,33.38,141.7,52.51,16.81,63454.84,17.02,12.42,-10.23,6.17,93.33,0.09,12.83,0.01,447.81,70.07,MC,LINDEINDIA,1,MC
https://www.screener.in/company/COCHINSHIP/,2392.5,24.53,74.69,32.04,11.22,62955.47,20.13,15.85,24.21,3.66,11.08,0.21,13.99,0.09,842.91,-21.46,MC,COCHINSHIP,1,MC
https://www.screener.in/company/UNOMINDA/consolidated/,1089.5,15.19,66.81,16.42,10.92,62595.99,18.88,17.56,19.55,9,62.41,0.26,16.11,0.43,1020.57,51.43,MC,UNOMINDA,1,MC
https://www.screener.in/company/IRCTC/,779.65,64.08,48.69,16.43,17.03,62387.97,49.01,37.18,9.47,10.98,66.85,0.76,36.83,0.02,1314.66,46.88,MC,IRCTC,1,MC
https://www.screener.in/company/BHARATFORG/consolidated/,1296.4,40.87,61.53,19.69,6.7,61976.97,13.09,12.27,-3.57,14.37,63.37,0.2,10.54,0.72,913.27,61.86,MC,BHARATFORG,1,MC
https://www.screener.in/company/PATANJALI/,1710.5,18.68,47.58,35.93,5.45,61916.49,15.47,12.06,7.68,70.23,58.52,0.25,11.8,0.07,1301.34,9.51,MC,PATANJALI,1,MC
https://www.screener.in/company/PAYTM/consolidated/,961.95,103.86,,-10.33,4.08,61337.56,-10.14,-10.28,-30.84,-22.12,,,-14.49,0.01,-663.2,15.56,MC,PAYTM,1,MC
https://www.screener.in/company/ABCAPITAL/consolidated/,233.41,13.11,18.43,12.78,2,60911.58,9.34,11.55,17.57,-0.9,17.77,0.63,14.51,4.61,3409.89,-188.96,MC,ABCAPITAL,1,MC
https://www.screener.in/company/TIINDIA/consolidated/,3067,56.86,87.55,34.82,10.72,59379.21,21.55,12.75,15.24,-43.39,65.89,0.15,21.55,0.13,1054.29,54.66,MC,TIINDIA,1,MC
https://www.screener.in/company/COFORGE/consolidated/,1775.5,12.95,71.04,24.29,9.31,59379.02,20.66,16.71,31.29,3.45,42.44,0.24,21.51,0.17,936.1,66.57,MC,COFORGE,1,MC
https://www.screener.in/company/GVT&D/,2315.7,7.48,97.42,23.76,33.44,59264.14,53.94,40.34,35.49,235.5,152.97,0.41,11.79,0.02,608.33,102.53,MC,GVT&D,1,MC
https://www.screener.in/company/PIIND/consolidated/,3897.9,23.25,35.62,109.43,5.82,59129.12,22.58,17.58,4.07,-1.35,46.95,0.49,18.22,0.02,1660.2,55.91,MC,PIIND,1,MC
https://www.screener.in/company/MRF/consolidated/,139530,8.54,31.62,4407.54,3.2,59114.77,13.59,10.62,11.86,-5.19,27.96,0.34,8.59,0.2,1869.29,41.58,MC,MRF,1,MC
https://www.screener.in/company/VMM/consolidated/,127.23,4.69,93.13,1.37,9.14,58856.75,13.11,10.51,20.25,39.41,103.15,0.11,6.59,0.27,631.97,88.06,MC,VMM,1,MC
https://www.screener.in/company/GLAXO/consolidated/,3438.5,2.25,66.78,54.75,29.85,58359.7,63.25,46.87,8.56,33.11,56.4,0.7,44.83,0.01,927.58,102.77,MC,GLAXO,1,MC
https://www.screener.in/company/ALKEM/consolidated/,4862.5,32.44,26.86,181.11,4.85,58173.92,20.42,19.42,2.34,14.36,28.41,0.72,18.77,0.12,2215.38,63.64,MC,ALKEM,1,MC
https://www.screener.in/company/KALYANKJIL/consolidated/,563.1,41.25,81.3,6.93,12.09,58058.86,14.31,15.88,35.03,19.98,42.29,0.2,11.52,1.03,714.17,72.78,MC,KALYANKJIL,1,MC
https://www.screener.in/company/FORTIS/consolidated/,763.3,0.6,68.37,10.26,6.46,57629.78,11.99,10.17,12.91,44.15,58.44,0.15,6.5,0.28,809.38,85.45,MC,FORTIS,1,MC
https://www.screener.in/company/JSL/consolidated/,694.7,22.07,22.85,30.41,3.43,57231.52,18.18,16.14,1.94,-4.14,13.74,0.71,21.7,0.38,2499.72,96.02,MC,JSL,1,MC
https://www.screener.in/company/PHOENIXLTD/consolidated/,1598.1,29.43,58.51,27.53,5.47,57133.98,11.17,9.81,-4,-9.77,56.31,0.17,8.69,0.45,1307.34,90.12,MC,PHOENIXLTD,1,MC
https://www.screener.in/company/BANKINDIA/consolidated/,124.38,373.55,6.06,20.97,0.7,56626.08,6.17,12.35,16.76,42.98,8.15,2.04,8.26,11.69,9552.17,31.01,MC,BANKINDIA,1,MC
https://www.screener.in/company/NYKAA/consolidated/,197.2,117.55,852.68,0.23,43.33,56344.86,9.56,5.16,24.5,104.77,1395,0.01,4.17,1.01,72.07,93.11,MC,NYKAA,1,MC
https://www.screener.in/company/SUNDARMFIN/consolidated/,5069,9.21,29.97,169.17,4.27,56327.56,9.69,15.48,16.66,26.4,22.87,0.52,14.79,4.63,1879.44,-130.3,MC,SUNDARMFIN,1,MC
https://www.screener.in/company/AUBANK/,749.55,8.52,26.51,28.29,3.27,55827.95,8.4,14.23,52.19,37.12,30.64,0.54,15.35,7.98,2105.93,50.39,MC,AUBANK,1,MC
https://www.screener.in/company/SAIL/consolidated/,135.04,116.97,21.46,5.74,0.95,55782.8,6.72,4.48,-2.75,-27.85,12.14,0.21,9.48,0.63,2371.8,82.56,MC,SAIL,1,MC
https://www.screener.in/company/SUPREMEIND/consolidated/,4345.7,49.17,59.83,75.64,9.75,55205.24,22.04,17.14,3.08,-10.69,40.82,0.29,23.13,0.01,960.88,64.34,MC,SUPREMEIND,1,MC
https://www.screener.in/company/UBL/consolidated/,2069.2,11.14,118.83,16.71,12.54,54644.59,13.88,10.77,9.76,12.23,123.35,0.09,8.57,0.14,442.41,26.81,MC,UBL,1,MC
https://www.screener.in/company/APLAPOLLO/consolidated/,1920.9,0.2,70.45,27.28,12.67,53331.98,22.8,19.38,14.19,3.87,51.2,0.28,22.93,0.15,757.06,93.69,MC,APLAPOLLO,1,MC
https://www.screener.in/company/IDFCFIRSTB/consolidated/,71.55,40.8,35.19,2.04,1.38,52450.39,6.22,4.24,20.37,-49.23,20.71,0.12,6.07,7.66,1490.35,75.84,MC,IDFCFIRSTB,1,MC
https://www.screener.in/company/UPL/consolidated/,642.85,29.04,48.24,10.62,1.86,52238.12,7.76,4.01,8.21,197.85,18,0.08,8.61,0.86,820,133.32,MC,UPL,1,MC
https://www.screener.in/company/MOTILALOFS/consolidated/,870.35,22.25,20.84,41.74,4.71,52139.57,18.67,25.25,17.96,2.45,11.14,1.21,26.44,1.33,2508.18,26.27,MC,MOTILALOFS,1,MC
https://www.screener.in/company/MFSL/consolidated/,1508.1,1.68,157.75,9.48,9.87,52046.75,8.07,7.22,-0.24,-3,81.19,0.05,9.4,0.19,403.38,1669.26,MC,MFSL,1,MC
https://www.screener.in/company/PAGEIND/,46100,17.89,70.55,653.71,36.54,51440.74,59.4,48.54,7.71,28.13,82.37,0.69,45.37,0.19,729.14,107.06,MC,PAGEIND,1,MC
https://www.screener.in/company/FEDERALBNK/consolidated/,207.78,4.44,12.28,16.93,1.48,51059.1,7.04,12.87,19.27,7.35,10.17,1.05,13.16,9.15,4234.02,37.9,MC,FEDERALBNK,1,MC
https://www.screener.in/company/NAM-INDIA/consolidated/,790.5,3.26,39.02,20.27,11.91,50196.09,41.07,31.39,9.58,16.17,31.55,0.8,25.98,0.02,1286.39,69.27,MC,NAM-INDIA,1,MC
https://www.screener.in/company/HEXT/consolidated/,821.4,8.47,42.83,19.36,9.32,49846.54,29.52,23.29,15.36,17.45,20.52,0.54,22.19,0.11,1174,81.63,MC,HEXT,1,MC
https://www.screener.in/company/HUDCO/consolidated/,246.33,43.69,18.21,13.53,2.74,49320.96,9.62,15.67,31.71,28.33,6.16,0.86,13.11,5.97,2709.14,-304.03,MC,HUDCO,1,MC
https://www.screener.in/company/CONCOR/consolidated/,809.5,47.49,37.54,21.15,3.98,49307.05,13.69,10.85,2.7,4.28,39.51,0.29,9.69,0.07,1291.84,72.03,MC,CONCOR,1,MC
https://www.screener.in/company/TATACOMM/consolidated/,1713.1,26.96,42.93,64.43,16.16,48850.44,14.82,47.34,10.2,5.62,32.38,1.1,,4.09,1836.78,61.94,MC,TATACOMM,1,MC
https://www.screener.in/company/MPHASIS/consolidated/,2545.2,43.79,28.46,89.55,5.02,48444.45,22.2,18.48,7.17,10.34,28.36,0.65,19.8,0.2,1702.14,65.65,MC,MPHASIS,1,MC
https://www.screener.in/company/BALKRISIND/consolidated/,2492.7,35.51,29.16,85.61,4.64,48257.82,18.09,17.2,11.51,14.9,32.56,0.59,18.01,0.31,1654.96,58.88,MC,BALKRISIND,1,MC
https://www.screener.in/company/PREMIERENE/consolidated/,1053.7,31.73,50.71,20.79,16.83,47520.74,41.46,54.03,107.35,305.74,64.67,1.07,36.24,0.69,937.13,70.4,MC,PREMIERENE,1,MC
https://www.screener.in/company/LTF/consolidated/,189.79,4.8,17.92,10.6,1.85,47374.55,8.71,10.79,11.74,14.07,19.4,0.6,6.14,3.61,2643.42,-172.11,MC,LTF,1,MC
https://www.screener.in/company/IREDA/,174.87,77.27,27.66,6.32,4.58,46984.96,9.57,18.05,35.79,35.59,34.93,0.65,16.45,6.03,1698.6,-230.14,MC,IREDA,1,MC
https://www.screener.in/company/GODREJIND/consolidated/,1359.5,2.35,46.82,29.14,4.51,45943.54,8.32,10.81,18.41,1802.32,38.68,0.23,7.4,3.75,1858.24,-108.66,MC,GODREJIND,1,MC
https://www.screener.in/company/JUBLFOOD/consolidated/,695.2,32.05,201.34,3.19,21.82,45885.81,12.86,10.67,44,-16.54,136.34,0.05,16.62,2.08,217.12,101.52,MC,JUBLFOOD,1,MC
https://www.screener.in/company/PETRONET/consolidated/,305.95,25.8,11.55,26.48,2.31,45885.06,25.57,21.31,-3.31,8.68,11.32,1.85,23.53,0.13,3972.68,69.84,MC,PETRONET,1,MC
https://www.screener.in/company/LTTS/consolidated/,4299.2,39.56,36.1,119.64,7.49,45522.23,28.29,22.11,10.6,-2.2,39.14,0.61,24.52,0.1,1263.5,70.57,MC,LTTS,1,MC
https://www.screener.in/company/ITCHOTELS/consolidated/,218.25,2.03,71.63,3.05,4.25,45451.43,,,,,69.83,,,0.01,637.64,62.14,MC,ITCHOTELS,1,MC
https://www.screener.in/company/JKCEMENT/consolidated/,5876.5,3.8,57.45,111.45,7.46,45399.54,13.93,13.79,2.8,-1.35,36.73,0.24,15.21,0.99,872.17,88.13,MC,JKCEMENT,1,MC
https://www.screener.in/company/GLENMARK/consolidated/,1590.2,15.14,34.04,37.11,5.07,44867.08,19.4,15.79,12.77,129.92,15.72,0.46,-1.23,0.28,1047.15,-33.57,MC,GLENMARK,1,MC
https://www.screener.in/company/543225/consolidated/,146,10.96,52.97,2.76,2.95,44492.04,8.24,5.91,52.06,1.06,44.81,0.11,2.51,3.36,839.9,88.04,MC,543225,1,MC
https://www.screener.in/company/PGHH/,13500,42.59,61.16,221.08,59.46,43894.69,112.44,78.92,4.35,-3.7,76.08,1.29,68.74,0,717.65,45.77,MC,PGHH,1,MC
https://www.screener.in/company/GODFRYPHLP/consolidated/,8189.5,13.03,36.93,206.18,8.12,42559.7,29.62,24.32,26.96,56.18,14.73,0.66,18.58,0.03,1072.31,6.67,MC,GODFRYPHLP,1,MC
https://www.screener.in/company/AIIL/,2495.1,1.47,9.98,250.12,2.9,42408.07,31.25,34.12,89.26,45.3,7.55,3.42,32.41,0.04,4248.1,-4.34,MC,AIIL,1,MC
https://www.screener.in/company/MAHABANK/consolidated/,55.04,75.78,7.64,7.21,1.47,42326.74,5.78,22.82,21.73,36.13,10.87,2.99,17.03,11.53,5541.78,40.14,MC,MAHABANK,1,MC
https://www.screener.in/company/THERMAX/consolidated/,3532.4,65.33,67.16,53.25,8.53,42090.18,16.18,13.37,11.43,6.59,70.57,0.2,11.66,0.35,626.7,89.91,MC,THERMAX,1,MC
https://www.screener.in/company/VOLTAS/consolidated/,1271.1,53.11,50.42,25.43,6.46,42060.44,17.86,13.53,23.49,236.04,71.41,0.27,8.67,0.14,834.28,-17.05,MC,VOLTAS,1,MC
https://www.screener.in/company/360ONE/consolidated/,1064.8,23.78,38.72,25.83,5.92,41865.02,14.91,20.57,12.81,34.47,32.6,0.53,20.01,1.58,1015.3,-100.79,MC,360ONE,1,MC
https://www.screener.in/company/UCOBANK/,32.94,362.66,16.89,1.95,1.33,41293.13,5.76,8.38,14.7,47.86,24.81,0.5,5.59,10.39,2444.99,9.77,MC,UCOBANK,1,MC
https://www.screener.in/company/ASTRAL/consolidated/,1526.3,60.78,79.02,19.5,11.34,41001.72,20.34,15.25,3.39,-2.53,93.43,0.19,18.77,0.06,518.9,63.78,MC,ASTRAL,1,MC
https://www.screener.in/company/SJVN/consolidated/,103.73,64.37,49.84,2.09,2.88,40767.74,4.87,5.79,19.1,-0.74,10.3,0.12,8.84,1.91,818.02,98.59,MC,SJVN,1,MC
https://www.screener.in/company/TATAELXSI/,6473,66.24,51.34,126.03,14.1,40324.56,36.26,29.27,4.98,-0.75,59.5,0.57,34.12,0.07,784.94,70.36,MC,TATAELXSI,1,MC
https://www.screener.in/company/FLUOROCHEM/consolidated/,3652.3,33.64,73.37,49.7,,40062.56,21.41,18.4,10.66,24,41.12,0.25,13.54,0.35,546,44.86,MC,FLUOROCHEM,1,MC
https://www.screener.in/company/DALBHARAT/consolidated/,2116.2,20.42,51.04,36.41,2.28,39684.94,5.97,4.6,-4.84,1.49,38.9,0.09,6.1,0.33,699,79.59,MC,DALBHARAT,1,MC
https://www.screener.in/company/BIOCON/consolidated/,330.05,47.78,41.21,8.44,1.83,39619.81,6.13,4.64,3.43,-2.65,48.66,0.11,5.95,0.85,1429.4,92.84,MC,BIOCON,1,MC
https://www.screener.in/company/CRISIL/consolidated/,5350,30.01,55.34,96.57,15.25,39080.88,35.6,27.81,5.47,8.58,47.99,0.5,30.11,0.1,706.19,78.94,MC,CRISIL,1,MC
https://www.screener.in/company/KPRMILL/consolidated/,1130.6,23.42,47.39,23.85,7.73,38628.59,20.26,17.42,5.42,3.69,24.98,0.37,21.82,0.09,815.11,106.13,MC,KPRMILL,1,MC
https://www.screener.in/company/M&MFIN/consolidated/,275.55,22.37,16.95,16.27,1.78,38322.54,8.84,10.91,15.66,17.28,18.22,0.64,9.2,5.53,2260.87,-132.63,MC,M&MFIN,1,MC
https://www.screener.in/company/MCX/consolidated/,7418,1.52,67.52,109.82,20.08,37812.74,42.86,34.33,62.78,573.85,44.86,0.51,15.53,0,560.04,124.43,MC,MCX,1,MC
https://www.screener.in/company/EMBASSY/consolidated/,395.98,29.3,23.11,17.14,1.65,37541.35,3.67,7.06,8.15,73.06,40.19,0.31,3.76,0.88,1624.44,115.63,MC,EMBASSY,1,MC
https://www.screener.in/company/GRSE/,3252.2,8.61,70.61,46.04,17.92,37242.02,37.28,28.11,41.28,53.82,23.19,0.4,20.3,0,527.4,2.06,MC,GRSE,1,MC
https://www.screener.in/company/CDSL/consolidated/,1776,12.04,70.52,25.2,21.09,37118.4,41.93,32.65,33.23,25.6,46.97,0.46,29.4,0,526.33,72.94,MC,CDSL,1,MC
https://www.screener.in/company/ESCORTS/consolidated/,3293.2,34.28,32.74,113.06,3.55,36865.28,14.03,11.52,15.76,8.13,32.68,0.35,12.08,0.01,1264.95,61.72,MC,ESCORTS,1,MC
https://www.screener.in/company/KAYNES/consolidated/,5731.5,36.53,125.19,45.84,12.92,36734.14,14.42,11.02,50.83,61.69,116.48,0.09,11.82,0.32,293.43,-15.9,MC,KAYNES,1,MC
https://www.screener.in/company/CHOLAHLDNG/consolidated/,1940.3,11.06,16.76,115.76,2.91,36424.29,10.57,19.1,28.24,22.61,13.37,1.14,18.5,13.93,4739.88,-178.18,MC,CHOLAHLDNG,1,MC
https://www.screener.in/company/KPITTECH/consolidated/,1318.7,46.26,43.1,30.63,12.41,36184.23,40.88,33.2,19.93,41.77,58.09,0.77,26.93,0.12,839.6,99.26,MC,KPITTECH,1,MC
https://www.screener.in/company/CENTRALBK/consolidated/,39.84,432.45,9.16,4.35,0.98,36034,5.45,11.36,9.56,46.67,14.39,1.24,5.79,11.8,3943.21,-9.91,MC,CENTRALBK,1,MC
https://www.screener.in/company/KEI/consolidated/,3747.8,34.49,51.38,72.88,6.19,35784.18,21.31,15.59,20.14,19.9,32.68,0.3,18.06,0.04,696.41,-3.03,MC,KEI,1,MC
https://www.screener.in/company/NH/consolidated/,1750.7,6.98,44.93,38.66,9.87,35781.55,20.63,24.47,9.26,1.06,34.88,0.54,25.23,0.67,790.64,72.04,MC,NH,1,MC
https://www.screener.in/company/ACC/consolidated/,1904.3,49.35,15.51,127.92,1.93,35775.51,17.44,13.23,9.04,7.41,23.09,0.85,12.18,0.02,2402.27,41.61,MC,ACC,1,MC
https://www.screener.in/company/RADICO/,2630.4,6.07,101.95,25.8,13.08,35191.86,16.22,13.62,18.16,35.02,59.36,0.13,12.77,0.28,345.19,53.36,MC,RADICO,1,MC
https://www.screener.in/company/ENDURANCE/consolidated/,2481.4,23.37,42.1,59.46,6.1,34816.02,18.21,15.47,12.89,29.17,41.45,0.37,13.79,0.17,836.35,91.83,MC,ENDURANCE,1,MC
https://www.screener.in/company/IPCALAB/consolidated/,1370.9,28.21,40.09,29.08,5.01,34758.99,15.03,13.06,16.67,52.33,35.33,0.33,14.15,0.2,785.24,72.64,MC,IPCALAB,1,MC
https://www.screener.in/company/LAURUSLABS/consolidated/,642.05,12.72,108.28,6.64,7.74,34622.71,9.15,7.45,10.18,97.73,33.91,0.07,17.91,0.62,358.34,56.05,MC,LAURUSLABS,1,MC
https://www.screener.in/company/NATIONALUM/consolidated/,188.47,39.6,6.57,28.68,1.94,34605.51,43.96,32.73,27.67,213.3,13.24,4.98,19.54,0.01,5267.94,73.82,MC,NATIONALUM,1,MC
https://www.screener.in/company/TATAINVEST/consolidated/,6828,42.89,110.69,61.68,1.11,34544.65,1.21,1.02,-20.95,-18.93,46.41,0.01,1.28,0,312.09,55.69,MC,TATAINVEST,1,MC
https://www.screener.in/company/NBCC/consolidated/,127.72,9.48,56.56,2,13.91,34495.26,33.48,25.93,15.39,17.71,32.75,0.46,21.1,0,557.42,76.55,MC,NBCC,1,MC
https://www.screener.in/company/HONAUT/,39070,53.56,65.76,592.21,8.55,34431.9,18.25,13.7,3.24,4.43,81.17,0.21,14.77,0.02,523.6,55.6,MC,HONAUT,1,MC
https://www.screener.in/company/AWL/consolidated/,263.85,232.9,27.99,9.43,3.64,34292.02,20.84,13.81,24.21,674.78,89.24,0.49,10.48,0.21,1225.81,79.04,MC,AWL,1,MC
https://www.screener.in/company/LICHSGFIN/consolidated/,613.45,34.81,6.2,98.94,0.93,33746.42,8.93,16.05,3.05,14.36,7.34,2.59,13.8,7.45,5442.7,-62.66,MC,LICHSGFIN,1,MC
https://www.screener.in/company/EXIDEIND/consolidated/,393.3,57.73,42.06,9.35,2.4,33439.05,8.87,5.93,2.79,-6.11,22.68,0.14,14.54,0.14,800.5,66.6,MC,EXIDEIND,1,MC
https://www.screener.in/company/METROBRAND/consolidated/,1222.6,17.88,94.56,12.88,19.48,33155.43,19.95,19.63,6.39,-15.07,82.38,0.21,20.64,0.72,354.46,81.86,MC,METROBRAND,1,MC
https://www.screener.in/company/3MINDIA/,29360,39.65,69.52,422.61,17.91,33095.37,36.98,22.58,13.21,-11.14,79.41,0.32,16.75,0,476.07,42.28,MC,3MINDIA,1,MC
https://www.screener.in/company/AIAENG/consolidated/,3502,41.35,31.19,112.46,4.77,33062.94,19.09,15.61,-11.67,-6.16,30.91,0.5,16.49,0.07,1060.08,77.87,MC,AIAENG,1,MC
https://www.screener.in/company/GUJGASLTD/consolidated/,480,63.89,28.77,16.68,3.89,33042.73,19.16,14.17,5.08,3.98,27.03,0.49,20.66,0.02,1148.32,86.3,MC,GUJGASLTD,1,MC
https://www.screener.in/company/POONAWALLA/consolidated/,421.1,23.47,,-1.26,4.01,32759.11,4.79,-1.2,-22.67,-109.34,46,,3.93,3.19,-98.34,-731.55,SC,POONAWALLA,1,SC
https://www.screener.in/company/MEDANTA/consolidated/,1216.1,24.49,63.07,17.92,9.65,32694.22,19.52,16.48,12.74,8.44,61.66,0.26,14.47,0.21,481.32,65.24,SC,MEDANTA,1,SC
https://www.screener.in/company/BLUESTARCO/consolidated/,1589.2,52.27,56.17,28.75,10.66,32679.39,26.05,20.5,23.56,39.51,65.24,0.36,19.6,0.12,591.28,72.46,SC,BLUESTARCO,1,SC
https://www.screener.in/company/NLCINDIA/consolidated/,235.52,32.39,12.46,18.9,1.74,32662.2,10.75,14.87,17.57,143.56,8.42,1.19,10.46,1.2,2713.61,137.83,SC,NLCINDIA,1,SC
https://www.screener.in/company/APARINDS/consolidated/,8104,45.57,39.69,204.46,7.23,32597.95,32.09,19.6,15.03,0.16,17.06,0.49,22.29,0.13,821.3,78.37,SC,APARINDS,1,SC
https://www.screener.in/company/GODIGIT/,351.25,16.03,76.36,4.6,7.07,32450.09,10.65,11.67,15.02,133.89,105.73,0.15,,0.08,424.94,377.47,SC,GODIGIT,1,SC
https://www.screener.in/company/AJANTPHARM/consolidated/,2571.3,35.56,34.93,73.68,8.86,32147.95,33.33,25.59,10.44,13.91,27.82,0.73,22.58,0.01,920.39,85.47,SC,AJANTPHARM,1,SC
https://www.screener.in/company/GILLETTE/,9807,9.1,59.87,163.76,31.23,31947.74,58.91,42.49,10.47,37.72,59.27,0.71,36.22,0,533.63,77.12,SC,GILLETTE,1,SC
https://www.screener.in/company/SONACOMS/consolidated/,510.15,64.64,51.65,9.67,5.77,31719.95,18.72,15.08,11.34,18.88,76.16,0.29,18.02,0.04,599.68,70.33,SC,SONACOMS,1,SC
https://www.screener.in/company/NIACL/consolidated/,192.1,99.07,30.56,6.29,1.09,31678.23,3.56,3.62,-0.24,220.9,23.9,0.12,2.26,0,1038.2,-331.51,SC,NIACL,1,SC
https://www.screener.in/company/ITI/,325.3,82.25,,-2.43,19.89,31262.43,-1.33,-16.15,186.19,52.82,134.06,,-9.7,0.94,-233.15,-606.76,SC,ITI,1,SC
https://www.screener.in/company/BRIGADE/consolidated/,1278,13.7,45.86,28.06,5.54,31203.21,13.38,14.65,3.63,68.62,82.64,0.32,8.19,0.97,680.47,60.19,SC,BRIGADE,1,SC
