Transaction Date,Company Name,Symbol,Exchange,Type,Quantity,Price,Tax/Charges,Brokerage,Remarks
Jul 19 2023,Sun TV Network Ltd.,SUNTV,NSE,Buy,40,518.95,26.52,10,Buy Trade
Jun 19 2023,Sun TV Network Ltd.,SUNTV,NSE,Buy,68,446.75,38.42,10,Buy Trade
Apr 12 2024,Suryoday Small Finan,SURYODAY,NSE,Buy,790,189.77,180.26,10,Buy Trade
Jun 10 2024,Symphony,SYMPHONY,NSE,Sell,115,1142.45,138.48,10,Sell Trade
Dec 22 2023,Symphony,SYMPHONY,NSE,Buy,115,879.4,121.85,10,Buy Trade
May 27 2024,Tanla Platforms,TANLA,NSE,Buy,88,918.41,98,10,Buy Trade
Oct 19 2023,Tanla Platforms,TANLA,NSE,Buy,78,1026.98,97.24,10,Buy Trade
Jun 13 2024,Tasty Bite,TASTYBITE,NSE,Buy,5,10900,66.68,10,Buy Trade
Jun 06 2024,Tasty Bite,TASTYBITE,NSE,Buy,5,10511.93,64.36,10,Buy Trade
Nov 21 2023,Tata Consultancy,TCS,NSE,Sell,16,3527.88,60.98,10,Sell Trade
Jun 15 2023,Tata Consultancy,TCS,NSE,Buy,16,3231,63.52,10,Buy Trade
May 29 2023,Tata Consumer Produc,TATACONSUM,NSE,Sell,65,791.96,55.31,10,Sell Trade
May 22 2023,Tata Consumer Produc,TATACONSUM,NSE,Sell,65,766.05,53.56,10,Sell Trade
May 09 2023,Tata Consumer Produc,TATACONSUM,NSE,Buy,64,785.57,61.6,10,Buy Trade
May 04 2023,Tata Consumer Produc,TATACONSUM,NSE,Buy,26,778.94,25.89,10,Buy Trade
Apr 19 2023,Tata Consumer Produc,TATACONSUM,NSE,Buy,40,702.36,35.21,10,Buy Trade
Jun 12 2023,TeamLease Service,TEAMLEASE,NSE,Buy,7,2360,21.48,10,Buy Trade
May 22 2023,TeamLease Service,TEAMLEASE,NSE,Buy,14,2239.89,39.1,10,Buy Trade
Nov 30 2023,The New India Assur,NIACL,NSE,Sell,390,247.21,101.77,10,Sell Trade
Jun 12 2023,The New India Assur,NIACL,NSE,Buy,130,118,20.07,10,Buy Trade
May 22 2023,The New India Assur,NIACL,NSE,Buy,260,116.6,37.84,10,Buy Trade
Jan 02 2024,Trident Ltd.,TRIDENT,NSE,Buy,2470,37.35,111.52,10,Buy Trade
Feb 16 2024,TTK Prestige L,TTKPRESTIG,NSE,Buy,131,769.32,121.86,10,Buy Trade
Jan 12 2024,Ujjivan SmallFinance,UJJIVANSFB,NSE,Buy,1700,59.5,122.26,10,Buy Trade
Aug 29 2023,Ujjivan SmallFinance,UJJIVANSFB,NSE,Sell,1850,49.05,96.38,10,Sell Trade
Jul 19 2023,Ujjivan SmallFinance,UJJIVANSFB,NSE,Buy,500,42.4,27.05,10,Buy Trade
Jun 12 2023,Ujjivan SmallFinance,UJJIVANSFB,NSE,Buy,450,37.4,21.82,10,Buy Trade
May 22 2023,Ujjivan SmallFinance,UJJIVANSFB,NSE,Buy,900,33.6,37.7,10,Buy Trade
May 02 2024,UTI AMC,UTIAMC,NSE,Buy,158,946.9,179.89,10,Buy Trade
Jun 12 2023,Vaibhav Global,VAIBHAVGBL,NSE,Buy,48,311.15,19.59,10,Buy Trade
May 17 2023,Vaibhav Global,VAIBHAVGBL,NSE,Sell,60,320.21,21.77,10,Sell Trade
May 16 2023,Vaibhav Global,VAIBHAVGBL,NSE,Buy,156,320.64,61.29,10,Buy Trade
Jul 19 2023,Valiant Organics,VALIANTORG,NSE,Buy,41,497.83,26.11,10,Buy Trade
Jun 12 2023,Valiant Organics,VALIANTORG,NSE,Buy,48,567.25,34.23,10,Buy Trade
Jun 02 2023,Valiant Organics,VALIANTORG,NSE,Buy,32,627,25.67,10,Buy Trade
May 17 2023,Valiant Organics,VALIANTORG,NSE,Sell,40,480.94,21.8,10,Sell Trade
May 16 2023,Valiant Organics,VALIANTORG,NSE,Buy,104,481.73,61.39,10,Buy Trade
Jun 27 2024,Whirlpool of Ind,WHIRLPOOL,NSE,Sell,17,2030.11,37.7,10,Sell Trade
Jun 11 2024,Whirlpool of Ind,WHIRLPOOL,NSE,Buy,17,1730.19,36.81,10,Buy Trade
Oct 19 2023,Wipro,WIPRO,NSE,Buy,76,393.9,37.46,10,Buy Trade
Jun 12 2023,Wipro,WIPRO,NSE,Buy,65,398.4,32.64,10,Buy Trade
May 17 2023,Wipro,WIPRO,NSE,Buy,130,382.9,61.01,10,Buy Trade
Aug 01 2024,ACC,ACC,NSE,Buy,12,2538.1,38.06,10,Buy Trade
Aug 01 2024,Bajaj Finance L,BAJFINANCE,NSE,Buy,8,6788.45,66.45,10,Buy Trade
Aug 01 2024,Borosil L,BOROLTD,NSE,Buy,55,384.8,26.98,10,Buy Trade
Aug 01 2024,Coffee Day Enterpris,COFFEEDAY,NSE,Buy,400,52.25,26.68,10,Buy Trade
Aug 01 2024,Greenpanel Industrie,GREENPANEL,NSE,Buy,60,366.54,27.98,10,Buy Trade
Aug 01 2024,RBL Bank,RBLBANK,NSE,Buy,90,235.7,27.05,10,Buy Trade
Aug 01 2024,Shalby,SHALBY,NSE,Buy,71,282.9,25.71,10,Buy Trade
Aug 01 2024,Vaibhav Global,VAIBHAVGBL,NSE,Buy,220,344.2,91.94,10,Buy Trade
Jul 30 2024,Computer Age Mgt,CAMS,NSE,Sell,25,4454.11,117.64,10,Sell Trade
Jul 25 2024,Campus Activewear,CAMPUS,NSE,Buy,165,304.48,61.61,10,Buy Trade
Jul 25 2024,Repco Home Finance L,REPCOHOME,NSE,Buy,94,533.21,61.46,10,Buy Trade
Jul 25 2024,Shalby,SHALBY,NSE,Buy,180,279.64,61.72,10,Buy Trade
Jul 23 2024,ACC,ACC,NSE,Buy,48,2653.65,153.43,10,Buy Trade
Jul 18 2024,Emami,EMAMILTD,NSE,Sell,167,805.05,141.67,10,Sell Trade
Oct 11 2024,Borosil L,BOROLTD,NSE,Sell,285,451.8,135.38,10,Sell Trade
Oct 01 2024,Global Health,MEDANTA,NSE,Buy,31,995.3,38.43,10,Buy Trade
Sep 30 2024,ICICI Pru Life,ICICIPRULI,NSE,Sell,198,788,164.12,10,Sell Trade
Sep 30 2024,Global Health,MEDANTA,NSE,Buy,121,1029.6,150.1,10,Buy Trade
Sep 26 2024,Alkyl Amines Che,ALKYLAMINE,NSE,Buy,31,2337.25,88.04,10,Buy Trade
Sep 26 2024,Easy Trip Planners,EASEMYTRIP,NSE,Buy,600,36.44,27.82,10,Buy Trade
Sep 25 2024,Atul Auto Ltd,ATULAUTO,NSE,Buy,32,640,26.18,10,Buy Trade
Sep 25 2024,Easy Trip Planners,EASEMYTRIP,NSE,Buy,650,37.53,30.83,10,Buy Trade
Sep 25 2024,La Opala RG Ltd.,LAOPALA,NSE,Buy,115,359.5,51.01,10,Buy Trade
Sep 25 2024,Union Bank of In,UNIONBANK,NSE,Buy,160,126.39,25.87,10,Buy Trade
Sep 03 2024,Cera Sanitaryware L,CERA,NSE,Buy,10,9059.9,109.65,10,Buy Trade
Sep 03 2024,VIP Indus.,VIPIND,NSE,Buy,195,488.8,115.27,10,Buy Trade
Sep 02 2024,UTI AMC,UTIAMC,NSE,Sell,158,1188.3,197.13,10,Sell Trade
Aug 29 2024,Satin Creditcare,SATIN,NSE,Buy,254,212.99,66.19,10,Buy Trade
Aug 27 2024,Rossari Biotech,ROSSARI,NSE,Sell,36,963,37.87,10,Sell Trade
Aug 26 2024,Aavas Financiers,AAVAS,NSE,Buy,18,1690.91,38.04,10,Buy Trade
Aug 26 2024,ACC,ACC,NSE,Buy,13,2341.39,38.04,10,Buy Trade
Aug 26 2024,Bandhan Bank,BANDHANBNK,NSE,Buy,150,200.08,37.52,10,Buy Trade
Aug 26 2024,Campus Activewear,CAMPUS,NSE,Buy,106,283.81,37.6,10,Buy Trade
Aug 26 2024,Jio Financial Servic,JIOFIN,NSE,Buy,93,323.5,37.61,10,Buy Trade
Aug 26 2024,RBL Bank,RBLBANK,NSE,Buy,130,227.87,37.06,10,Buy Trade
Aug 26 2024,Repco Home Finance L,REPCOHOME,NSE,Buy,60,504.47,37.83,10,Buy Trade
Aug 26 2024,Satin Creditcare,SATIN,NSE,Buy,457,219.4,121.16,10,Buy Trade
Aug 26 2024,Sheela Foam,SFL,NSE,Buy,32,941.27,37.66,10,Buy Trade
Aug 23 2024,HDFC Bank,HDFCBANK,NSE,Sell,62,1625.8,106.67,10,Sell Trade
Aug 23 2024,Kotak Mahindra Bank,KOTAKBANK,NSE,Sell,33,1818.75,64.24,10,Sell Trade
Aug 23 2024,Quess Corp,QUESS,NSE,Buy,35,723.73,31.95,10,Buy Trade
Aug 19 2024,Birlasoft,BSOFT,NSE,Buy,175,628.85,132.8,10,Buy Trade
Aug 19 2024,Tasty Bite,TASTYBITE,NSE,Sell,10,11209.29,118.41,10,Sell Trade
Aug 12 2024,Neogen Chemicals,NEOGEN,NSE,Sell,68,1811.87,129.98,10,Sell Trade
Aug 12 2024,Quess Corp,QUESS,NSE,Buy,140,714.28,120.84,10,Buy Trade
Aug 07 2024,Jio Financial Servic,JIOFIN,NSE,Buy,96,314.85,37.78,10,Buy Trade
Aug 06 2024,Jio Financial Servic,JIOFIN,NSE,Buy,305,320.95,118.32,10,Buy Trade
Aug 06 2024,Marico Ltd.,MARICO,NSE,Sell,200,646.75,136.37,10,Sell Trade
